source,target,capacity
Node_126,Node_907,3.6551
Node_127,Node_143,0.8507
Node_127,Node_154,1.5507
Node_127,Node_266,1.8187
Node_127,Node_318,7.2704
Node_127,Node_408,1.5654
Node_127,Node_427,0.7336
Node_127,Node_521,6.3698
Node_127,Node_674,1.4038
Node_127,Node_730,0.1273
Node_127,Node_784,3.1432
Node_128,Node_171,1.1641
Node_128,Node_373,5.0382
Node_128,Node_378,0.8186
Node_128,Node_601,6.8328
Node_128,Node_709,2.688
Node_128,Node_814,0.7812
Node_128,Node_827,0.3728
Node_128,Node_960,0.8631
Node_128,Node_982,11.2897
Node_129,Node_144,2.3075
Node_129,Node_164,0.922
Node_129,Node_198,1.6633
Node_129,Node_329,0.4835
Node_129,Node_357,8.3254
Node_129,Node_417,3.1712
Node_129,Node_643,1.7776
Node_129,Node_858,0.3863
Node_129,Node_926,12.7913
Node_130,Node_232,1.5654
Node_130,Node_286,0.1015
Node_131,Node_248,4.5208
Node_131,Node_263,3.1533
Node_131,Node_473,2.9211
Node_131,Node_485,1.4265
Node_131,Node_486,0.4035
Node_131,Node_634,5.2533
Node_131,Node_654,1.9103
Node_131,Node_837,1.1191
Node_131,Node_920,6.9491
Node_132,Node_157,2.569
Node_132,Node_211,4.0006
Node_132,Node_310,0.8773
Node_132,Node_312,5.1478
Node_132,Node_386,8.7098
Node_132,Node_424,4.4649
Node_132,Node_430,0.2962
Node_132,Node_435,12.4162
Node_132,Node_459,0.2458
Node_132,Node_484,3.7986
Node_132,Node_512,6.1971
Node_132,Node_513,0.6438
Node_132,Node_516,0.9927
Node_132,Node_779,1.2641
Node_132,Node_864,2.6796
Node_132,Node_962,1.3991
Node_133,Node_212,10.5816
Node_133,Node_258,1.6325
Node_133,Node_314,14.83
Node_133,Node_600,6.5003
Node_133,Node_614,1.4748
Node_133,Node_667,0.9684
Node_133,Node_700,9.8446
Node_133,Node_722,0.509
Node_133,Node_728,2.8073
Node_133,Node_742,0.6431
Node_133,Node_804,1.129
Node_133,Node_958,7.8367
Node_134,Node_145,2.6255
Node_134,Node_194,7.6531
Node_134,Node_212,0.6695
Node_134,Node_241,7.8629
Node_134,Node_263,3.5696
Node_134,Node_687,2.2562
Node_134,Node_692,1.5837
Node_134,Node_716,1.9322
Node_134,Node_798,6.6226
Node_134,Node_806,3.2117
Node_134,Node_870,0.8098
Node_134,Node_983,1.0098
Node_135,Node_248,2.3759
Node_135,Node_339,0.0401
Node_135,Node_351,5.2427
Node_135,Node_362,2.9327
Node_135,Node_384,2.0651
Node_135,Node_422,2.3728
Node_135,Node_584,0.7339
Node_135,Node_639,2.6549
Node_135,Node_646,0.6632
Node_136,Node_160,0.597
Node_136,Node_203,2.05
Node_136,Node_211,0.732
Node_136,Node_293,3.7677
Node_136,Node_506,3.7958
Node_136,Node_689,0.7061
Node_136,Node_810,10.2352
Node_136,Node_972,0.8665
Node_136,Node_984,2.0599
Node_137,Node_205,2.8971
Node_137,Node_240,0.6612
Node_137,Node_243,0.0579
Node_137,Node_303,2.9137
Node_137,Node_425,2.7815
Node_137,Node_473,6.5867
Node_137,Node_562,2.6461
Node_137,Node_736,2.5718
Node_137,Node_753,7.286
Node_137,Node_814,1.0855
Node_137,Node_835,0.4494
Node_137,Node_838,1.3136
Node_137,Node_991,2.9842
Node_138,Node_180,6.6533
Node_138,Node_268,3.7568
Node_138,Node_446,0.4601
Node_138,Node_668,3.0591
Node_138,Node_764,0.4543
Node_138,Node_769,1.8176
Node_138,Node_848,7.9856
Node_138,Node_851,6.7438
Node_139,Node_171,0.4784
Node_139,Node_239,1.5579
Node_139,Node_347,1.0735
Node_139,Node_404,1.8059
Node_139,Node_524,2.1269
Node_139,Node_555,6.3142
Node_140,Node_302,1.7937
Node_140,Node_335,17.0447
Node_140,Node_398,4.5015
Node_140,Node_584,0.7487
Node_140,Node_608,1.0599
Node_140,Node_938,0.2542
Node_141,Node_197,0.0222
Node_141,Node_230,1.801
Node_141,Node_347,13.9665
Node_141,Node_751,2.7756
Node_141,Node_769,0.2313
Node_141,Node_877,0.5953
Node_142,Node_245,0.0677
Node_142,Node_277,8.7263
Node_142,Node_685,0.9871
Node_142,Node_824,3.705
Node_143,Node_215,9.4994
Node_143,Node_255,2.554
Node_143,Node_346,2.0171
Node_143,Node_458,0.6882
Node_143,Node_733,2.5239
Node_144,Node_206,1.0844
Node_144,Node_239,5.2871
Node_144,Node_285,2.8622
Node_144,Node_292,0.3103
Node_144,Node_309,3.1344
Node_144,Node_323,2.03
Node_144,Node_399,0.0867
Node_144,Node_407,1.3299
Node_144,Node_443,3.0524
Node_144,Node_474,1.727
Node_144,Node_483,0.3841
Node_144,Node_602,2.6517
Node_144,Node_744,2.6822
Node_144,Node_774,0.5967
Node_144,Node_840,1.7836
Node_144,Node_965,0.2573
Node_144,Node_999,0.4999
Node_145,Node_198,3.3937
Node_145,Node_236,0.5513
Node_145,Node_322,0.0536
Node_145,Node_432,0.8264
Node_145,Node_539,2.0779
Node_145,Node_623,1.4626
Node_145,Node_661,2.5691
Node_145,Node_733,2.4216
Node_146,Node_169,3.2122
Node_146,Node_172,1.7056
Node_146,Node_180,3.6764
Node_146,Node_201,2.9906
Node_146,Node_247,2.7642
Node_146,Node_317,0.702
Node_146,Node_369,0.0979
Node_146,Node_432,1.9395
Node_146,Node_443,1.2678
Node_146,Node_554,1.3955
Node_146,Node_570,0.194
Node_146,Node_572,6.7462
Node_146,Node_655,16.1487
Node_146,Node_690,0.2537
Node_146,Node_756,0.1346
Node_147,Node_457,2.6216
Node_147,Node_649,0.8329
Node_147,Node_650,0.1879
Node_147,Node_678,1.391
Node_147,Node_795,6.8459
Node_147,Node_871,0.6632
Node_148,Node_962,0.5924
Node_149,Node_184,4.728
Node_149,Node_205,4.6456
Node_149,Node_308,0.5964
Node_149,Node_403,1.2868
Node_149,Node_425,1.0434
Node_149,Node_572,0.067
Node_149,Node_681,3.8021
Node_149,Node_765,1.0584
Node_149,Node_798,2.5036
Node_149,Node_801,0.6728
Node_149,Node_866,5.6615
Node_150,Node_236,0.8322
Node_150,Node_282,2.3562
Node_150,Node_366,1.8179
Node_150,Node_712,2.5657
Node_150,Node_890,4.0706
Node_151,Node_403,1.7975
Node_151,Node_477,0.6801
Node_151,Node_671,1.4026
Node_151,Node_781,1.5265
Node_152,Node_206,1.4315
Node_152,Node_270,4.7862
Node_152,Node_421,1.9616
Node_152,Node_452,1.6979
Node_152,Node_510,1.4762
Node_152,Node_600,0.8462
Node_152,Node_944,0.3756
Node_153,Node_197,2.9421
Node_153,Node_219,0.728
Node_153,Node_233,2.9389
Node_153,Node_250,3.8154
Node_153,Node_254,7.6264
Node_153,Node_273,0.0506
Node_153,Node_367,1.4978
Node_153,Node_381,5.7246
Node_153,Node_428,4.3201
Node_153,Node_455,2.6835
Node_153,Node_559,9.8373
Node_153,Node_636,0.6707
Node_153,Node_727,12.4565
Node_153,Node_732,3.1519
Node_153,Node_943,1.8088
Node_154,Node_237,1.056
Node_154,Node_258,0.7091
Node_154,Node_260,0.2872
Node_154,Node_334,16.8017
Node_154,Node_426,1.1423
Node_154,Node_650,8.8311
Node_154,Node_695,1.6651
Node_155,Node_208,5.1399
Node_155,Node_247,4.5363
Node_155,Node_259,1.0223
Node_155,Node_302,0.6066
Node_155,Node_383,7.2329
Node_155,Node_417,1.1747
Node_155,Node_446,0.164
Node_155,Node_471,2.5409
Node_155,Node_567,4.895
Node_155,Node_581,1.7093
Node_155,Node_591,0.3299
Node_155,Node_625,3.6818
Node_155,Node_647,0.8498
Node_155,Node_698,4.0306
Node_155,Node_785,0.179
Node_155,Node_837,3.1217
Node_155,Node_998,6.8423
Node_156,Node_159,0.5425
Node_156,Node_176,4.1682
Node_156,Node_280,1.0894
Node_156,Node_523,2.5692
Node_156,Node_588,2.149
Node_156,Node_625,6.9115
Node_156,Node_769,1.3854
Node_156,Node_889,2.2512
Node_157,Node_186,1.8547
Node_157,Node_421,2.8743
Node_157,Node_636,0.6825
Node_157,Node_679,0.1636
Node_157,Node_771,2.8731
Node_157,Node_857,1.9411
Node_158,Node_246,11.2317
Node_158,Node_266,0.2617
Node_158,Node_283,3.8935
Node_158,Node_298,9.8352
Node_158,Node_341,1.2043
Node_158,Node_552,9.5484
Node_158,Node_970,0.1621
Node_159,Node_186,6.4741
Node_159,Node_192,1.3774
Node_159,Node_270,6.7762
Node_159,Node_305,0.5186
Node_159,Node_354,0.6214
Node_159,Node_400,1.8658
Node_159,Node_522,3.1006
Node_159,Node_541,5.2252
Node_159,Node_948,0.7227
Node_160,Node_185,6.9017
Node_160,Node_260,2.5984
Node_160,Node_283,13.572
Node_160,Node_298,2.012
Node_160,Node_342,3.5122
Node_160,Node_352,1.6065
Node_160,Node_521,6.7895
Node_160,Node_595,4.9996
Node_160,Node_680,3.8344
Node_160,Node_681,0.6519
Node_160,Node_708,0.2763
Node_160,Node_715,6.577
Node_160,Node_751,0.1126
Node_160,Node_869,1.395
Node_160,Node_896,1.3353
Node_160,Node_973,7.0488
Node_161,Node_237,9.322
Node_161,Node_264,2.1817
Node_161,Node_280,1.1772
Node_161,Node_310,1.0229
Node_161,Node_325,1.8957
Node_161,Node_424,0.6168
Node_161,Node_425,0.2823
Node_161,Node_441,1.7766
Node_161,Node_489,2.1115
Node_161,Node_553,0.9712
Node_161,Node_577,0.7284
Node_161,Node_749,0.764
Node_161,Node_762,2.494
Node_161,Node_788,2.4648
Node_161,Node_912,3.6336
Node_161,Node_979,5.1621
Node_162,Node_361,3.2246
Node_162,Node_377,0.7444
Node_162,Node_578,0.2983
Node_162,Node_757,5.1163
Node_162,Node_878,0.4252
Node_162,Node_975,1.9686
Node_163,Node_170,3.2971
Node_163,Node_395,4.5354
Node_163,Node_518,0.8585
Node_163,Node_530,0.4248
Node_163,Node_861,0.4044
Node_164,Node_235,3.9418
Node_164,Node_329,2.9847
Node_164,Node_332,4.5408
Node_164,Node_364,0.384
Node_164,Node_441,0.1938
Node_164,Node_571,1.2186
Node_165,Node_179,3.1192
Node_165,Node_355,0.5072
Node_165,Node_382,2.7912
Node_165,Node_383,4.7689
Node_165,Node_394,1.5901
Node_165,Node_445,4.7714
Node_165,Node_651,2.9045
Node_166,Node_198,7.0259
Node_166,Node_242,0.7325
Node_166,Node_340,5.2498
Node_167,Node_694,0.8488
Node_168,Node_223,0.0217
Node_168,Node_576,0.3519
Node_168,Node_595,1.8445
Node_168,Node_611,2.8853
Node_168,Node_767,1.685
Node_168,Node_871,2.1106
Node_169,Node_224,1.8643
Node_169,Node_247,2.1327
Node_169,Node_288,4.3395
Node_169,Node_387,2.4042
Node_169,Node_393,7.7412
Node_169,Node_407,0.4582
Node_169,Node_474,1.3417
Node_169,Node_510,1.8064
Node_169,Node_515,2.419
Node_169,Node_517,7.6502
Node_169,Node_726,2.9105
Node_169,Node_793,2.3573
Node_169,Node_817,2.7677
Node_169,Node_903,5.1554
Node_169,Node_907,1.3299
Node_169,Node_969,0.6009
Node_169,Node_979,0.1059
Node_170,Node_200,7.7336
Node_170,Node_242,2.8375
Node_170,Node_353,3.0677
Node_170,Node_504,3.7342
Node_171,Node_188,1.5221
Node_171,Node_429,4.2572
Node_171,Node_438,3.4831
Node_171,Node_595,4.9991
Node_171,Node_933,0.3026
Node_172,Node_533,0.4869
Node_172,Node_754,3.8928
Node_172,Node_923,2.1887
Node_172,Node_955,6.645
Node_173,Node_177,0.2183
Node_173,Node_212,2.9137
Node_173,Node_684,2.8004
Node_173,Node_775,4.2868
Node_174,Node_229,2.7879
Node_174,Node_278,2.2048
Node_174,Node_296,1.0894
Node_174,Node_435,2.0039
Node_174,Node_652,1.6403
Node_174,Node_737,2.0939
Node_175,Node_284,5.7942
Node_175,Node_412,0.8094
Node_175,Node_440,5.8815
Node_175,Node_654,3.7411
Node_175,Node_805,0.01
Node_175,Node_953,3.1697
Node_176,Node_298,3.1289
Node_176,Node_338,5.1572
Node_176,Node_425,3.0469
Node_176,Node_506,1.3115
Node_176,Node_617,1.8639
Node_176,Node_765,3.4216
Node_177,Node_344,1.7133
Node_177,Node_502,1.9818
Node_177,Node_792,3.2408
Node_177,Node_858,0.4804
Node_177,Node_957,1.3709
Node_178,Node_201,7.0324
Node_178,Node_538,0.8497
Node_178,Node_911,2.3089
Node_179,Node_189,0.6459
Node_179,Node_208,6.1704
Node_179,Node_389,2.6818
Node_179,Node_477,0.065
Node_179,Node_593,2.424
Node_179,Node_755,1.2283
Node_179,Node_885,0.8804
Node_179,Node_893,7.1141
Node_179,Node_912,2.1618
Node_180,Node_197,2.476
Node_180,Node_267,4.5854
Node_180,Node_372,7.3129
Node_180,Node_468,7.3044
Node_180,Node_724,1.0706
Node_180,Node_922,13.3526
Node_181,Node_204,1.5651
Node_181,Node_286,2.762
Node_181,Node_328,1.6669
Node_181,Node_760,12.636
Node_181,Node_804,7.8348
Node_181,Node_948,4.4531
Node_182,Node_290,2.0132
Node_182,Node_656,2.0386
Node_183,Node_195,1.4518
Node_183,Node_201,5.8344
Node_183,Node_228,0.2694
Node_183,Node_289,3.8238
Node_183,Node_304,1.2462
Node_183,Node_394,3.3084
Node_183,Node_420,0.5995
Node_183,Node_433,1.6964
Node_183,Node_436,3.5438
Node_183,Node_514,0.8918
Node_183,Node_558,2.2527
Node_183,Node_852,5.0889
Node_183,Node_930,2.3935
Node_184,Node_394,4.5789
Node_184,Node_522,3.9499
Node_184,Node_697,1.7185
Node_184,Node_709,6.0111
Node_184,Node_710,1.9179
Node_184,Node_769,1.0703
Node_184,Node_792,2.2563
Node_185,Node_266,6.9281
Node_185,Node_285,1.6069
Node_185,Node_374,11.4609
Node_185,Node_415,7.0529
Node_185,Node_449,7.8065
Node_185,Node_626,1.9449
Node_185,Node_775,1.4057
Node_185,Node_860,7.9164
Node_187,Node_196,2.6034
Node_187,Node_235,2.828
Node_187,Node_291,2.5423
Node_187,Node_307,1.6749
Node_187,Node_317,0.7599
Node_187,Node_483,1.3747
Node_187,Node_705,1.6368
Node_187,Node_926,2.7264
Node_187,Node_951,0.3545
Node_188,Node_202,1.261
Node_188,Node_235,0.7394
Node_188,Node_276,0.6498
Node_188,Node_290,4.4258
Node_188,Node_297,2.7224
Node_188,Node_380,0.1129
Node_188,Node_499,1.1481
Node_188,Node_518,5.526
Node_188,Node_540,0.0895
Node_188,Node_617,1.9769
Node_188,Node_646,3.0572
Node_188,Node_697,1.2645
Node_188,Node_748,4.4113
Node_188,Node_818,4.7618
Node_188,Node_928,0.1531
Node_188,Node_930,15.0492
Node_188,Node_973,11.3397
Node_188,Node_997,3.5117
Node_189,Node_431,1.0447
Node_189,Node_456,1.5188
Node_189,Node_532,3.8454
Node_189,Node_580,1.1499
Node_189,Node_888,3.6557
Node_189,Node_988,2.7771
Node_189,Node_992,1.2161
Node_190,Node_196,9.5744
Node_190,Node_199,4.5331
Node_190,Node_214,10.5926
Node_190,Node_240,3.797
Node_190,Node_280,5.7914
Node_190,Node_287,3.4397
Node_190,Node_339,6.0872
Node_190,Node_346,9.2675
Node_190,Node_369,3.7848
Node_190,Node_370,2.0665
Node_190,Node_422,0.2373
Node_190,Node_473,5.0614
Node_190,Node_542,0.7725
Node_190,Node_566,1.8359
Node_190,Node_685,0.1371
Node_190,Node_717,0.1632
Node_190,Node_742,4.8036
Node_190,Node_757,4.8008
Node_190,Node_760,0.7649
Node_190,Node_940,2.9259
Node_190,Node_951,0.4602
Node_191,Node_249,1.0507
Node_191,Node_271,1.7834
Node_191,Node_412,6.9558
Node_191,Node_437,0.4868
Node_191,Node_698,0.1333
Node_191,Node_713,3.4196
Node_191,Node_934,2.643
Node_191,Node_958,0.2603
Node_192,Node_254,1.1733
Node_192,Node_268,0.1074
Node_192,Node_453,0.6557
Node_192,Node_494,6.8518
Node_192,Node_497,1.425
Node_192,Node_517,0.1399
Node_192,Node_906,0.3743
Node_193,Node_195,0.325
Node_193,Node_306,1.601
Node_193,Node_354,2.4923
Node_193,Node_409,0.9768
Node_193,Node_483,0.1881
Node_193,Node_497,4.4642
Node_193,Node_601,0.0654
Node_193,Node_648,0.7416
Node_193,Node_781,1.2207
Node_193,Node_830,2.4932
Node_193,Node_852,0.0465
Node_194,Node_241,1.5264
Node_194,Node_265,0.5527
Node_194,Node_643,1.2747
Node_194,Node_766,0.5686
Node_195,Node_202,0.1333
Node_195,Node_214,7.8883
Node_195,Node_273,8.7257
Node_195,Node_330,4.111
Node_195,Node_382,3.4716
Node_195,Node_490,4.9981
Node_195,Node_534,4.3525
Node_195,Node_556,1.3608
Node_195,Node_625,3.497
Node_195,Node_754,8.1015
Node_195,Node_777,7.1376
Node_195,Node_878,1.3403
Node_195,Node_890,8.6192
Node_195,Node_918,2.9765
Node_195,Node_922,1.9331
Node_196,Node_231,0.3381
Node_196,Node_313,4.1865
Node_196,Node_337,3.5926
Node_196,Node_341,1.6684
Node_196,Node_487,2.9801
Node_196,Node_688,1.7648
Node_196,Node_749,1.3335
Node_196,Node_753,1.5698
Node_196,Node_921,6.9979
Node_197,Node_335,1.2745
Node_197,Node_408,6.9157
Node_197,Node_411,0.2098
Node_197,Node_430,0.9867
Node_197,Node_454,1.3918
Node_197,Node_564,0.7746
Node_197,Node_885,2.4965
Node_197,Node_924,11.6287
Node_198,Node_209,4.4137
Node_198,Node_350,1.2172
Node_198,Node_385,0.5362
Node_198,Node_714,3.8941
Node_199,Node_272,0.3801
Node_199,Node_480,8.4337
Node_199,Node_487,0.9742
Node_199,Node_571,1.6812
Node_199,Node_617,5.0216
Node_199,Node_638,0.3479
Node_199,Node_670,4.7927
Node_200,Node_201,0.8201
Node_200,Node_310,1.9152
Node_200,Node_322,2.2229
Node_200,Node_414,3.8504
Node_200,Node_696,3.8991
Node_201,Node_251,0.457
Node_201,Node_320,1.7512
Node_201,Node_356,2.8028
Node_201,Node_406,2.8006
Node_201,Node_448,1.7914
Node_201,Node_467,1.8898
Node_201,Node_509,0.6767
Node_201,Node_531,1.3944
Node_201,Node_622,0.604
Node_201,Node_628,8.2404
Node_201,Node_796,3.3632
Node_202,Node_209,0.0814
Node_202,Node_349,3.2454
Node_202,Node_409,0.3448
Node_202,Node_444,0.1312
Node_202,Node_764,0.1556
Node_202,Node_801,10.801
Node_202,Node_841,0.8738
Node_202,Node_851,0.3698
Node_202,Node_935,4.2262
Node_203,Node_370,2.5775
Node_203,Node_400,2.7407
Node_203,Node_408,0.0966
Node_203,Node_492,0.4726
Node_203,Node_544,3.7611
Node_203,Node_571,0.3315
Node_203,Node_588,1.4472
Node_203,Node_667,2.5131
Node_203,Node_740,2.9445
Node_203,Node_808,11.8088
Node_204,Node_312,0.0151
Node_204,Node_337,3.7793
Node_204,Node_451,1.9929
Node_204,Node_625,0.1431
Node_204,Node_771,7.8206
Node_204,Node_836,1.2457
Node_204,Node_882,1.1584
Node_205,Node_423,1.7302
Node_205,Node_737,8.3013
Node_205,Node_848,3.817
Node_206,Node_281,2.9626
Node_206,Node_394,2.9451
Node_206,Node_493,0.2263
Node_206,Node_582,2.3586
Node_207,Node_524,6.6357
Node_207,Node_540,3.3558
Node_207,Node_568,8.8406
Node_207,Node_680,6.7677
Node_208,Node_216,2.6547
Node_208,Node_324,0.9146
Node_208,Node_346,4.5259
Node_208,Node_579,5.0358
Node_208,Node_801,7.2312
Node_209,Node_345,1.1605
Node_209,Node_406,3.335
Node_209,Node_650,3.5088
Node_209,Node_694,1.6494
Node_209,Node_842,0.4871
Node_209,Node_863,0.3871
Node_209,Node_940,0.5899
Node_209,Node_952,2.5958
Node_210,Node_225,0.9177
Node_210,Node_358,1.0417
Node_210,Node_441,0.5774
Node_210,Node_523,3.7366
Node_210,Node_580,9.2613
Node_210,Node_630,1.7917
Node_210,Node_949,2.2081
Node_211,Node_233,0.6025
Node_211,Node_298,7.0021
Node_211,Node_354,0.7687
Node_211,Node_405,0.2793
Node_211,Node_538,4.7813
Node_211,Node_602,1.7157
Node_211,Node_650,2.143
Node_211,Node_732,4.1397
Node_211,Node_872,1.1251
Node_212,Node_829,0.1377
Node_213,Node_312,1.5401
Node_213,Node_325,1.8931
Node_213,Node_350,5.5525
Node_213,Node_391,1.9587
Node_213,Node_489,0.5927
Node_213,Node_548,1.9028
Node_213,Node_555,7.2361
Node_213,Node_560,0.6676
Node_213,Node_741,8.0682
Node_213,Node_770,3.4464
Node_213,Node_845,0.6566
Node_213,Node_974,5.2675
Node_214,Node_233,0.2233
Node_214,Node_616,4.1
Node_214,Node_635,0.0739
Node_214,Node_747,1.9014
Node_215,Node_849,4.7476
Node_216,Node_398,1.8931
Node_216,Node_531,0.3442
Node_216,Node_603,3.2224
Node_216,Node_622,1.9642
Node_216,Node_640,1.5024
Node_216,Node_778,2.7679
Node_216,Node_842,1.1432
Node_216,Node_901,0.5544
Node_216,Node_994,1.7854
Node_218,Node_359,7.0162
Node_218,Node_597,2.2858
Node_219,Node_333,4.0842
Node_219,Node_391,2.0325
Node_219,Node_429,2.0909
Node_219,Node_509,0.7321
Node_219,Node_824,1.1625
Node_220,Node_371,7.4584
Node_220,Node_415,15.9417
Node_220,Node_479,2.1299
Node_220,Node_694,0.6849
Node_220,Node_703,1.4187
Node_220,Node_740,5.363
Node_220,Node_858,1.6677
Node_220,Node_957,1.9637
Node_220,Node_975,1.3887
Node_221,Node_261,0.0872
Node_221,Node_291,5.9163
Node_221,Node_313,3.8869
Node_221,Node_352,3.3213
Node_221,Node_569,0.1636
Node_221,Node_587,4.0361
Node_221,Node_589,0.1233
Node_221,Node_593,2.5943
Node_221,Node_615,8.789
Node_221,Node_634,0.7239
Node_221,Node_685,1.6231
Node_221,Node_818,0.7991
Node_221,Node_823,13.7717
Node_221,Node_967,9.1123
Node_221,Node_995,6.3786
Node_222,Node_733,6.9675
Node_223,Node_233,2.7007
Node_223,Node_275,4.8937
Node_223,Node_374,7.427
Node_223,Node_390,6.3945
Node_223,Node_403,4.8705
Node_224,Node_238,0.3286
Node_224,Node_249,3.6202
Node_224,Node_374,2.9409
Node_224,Node_675,2.4719
Node_224,Node_690,15.6045
Node_224,Node_756,1.3345
Node_224,Node_795,3.1417
Node_224,Node_803,5.6096
Node_224,Node_857,4.0267
Node_224,Node_914,5.2245
Node_224,Node_925,2.0235
Node_225,Node_274,1.4323
Node_225,Node_303,2.8474
Node_225,Node_350,0.3083
Node_225,Node_450,0.6151
Node_225,Node_567,0.4509
Node_225,Node_790,0.6357
Node_225,Node_868,4.2158
Node_225,Node_929,2.7275
Node_226,Node_252,1.1492
Node_226,Node_339,2.452
Node_226,Node_406,4.7295
Node_226,Node_565,0.3582
Node_226,Node_601,8.6944
Node_227,Node_229,0.4206
Node_227,Node_377,6.9474
Node_228,Node_254,0.9477
Node_228,Node_317,0.4589
Node_228,Node_319,1.4665
Node_228,Node_443,1.8522
Node_228,Node_541,1.4299
Node_228,Node_741,1.652
Node_229,Node_659,3.8758
Node_229,Node_794,1.3975
Node_229,Node_885,0.6338
Node_230,Node_285,1.8784
Node_230,Node_301,0.9067
Node_230,Node_362,0.3482
Node_231,Node_250,1.2524
Node_231,Node_335,3.2035
Node_231,Node_349,0.3189
Node_231,Node_619,2.4007
Node_231,Node_673,10.6203
Node_231,Node_834,0.749
Node_231,Node_863,1.2875
Node_231,Node_916,4.3582
Node_231,Node_940,0.3688
Node_232,Node_270,0.6137
Node_232,Node_338,5.4745
Node_232,Node_482,1.6173
Node_232,Node_586,0.5206
Node_232,Node_758,0.6979
Node_232,Node_846,2.0956
Node_233,Node_272,3.1019
Node_233,Node_327,3.1997
Node_233,Node_337,4.0417
Node_233,Node_515,1.9234
Node_233,Node_565,0.6853
Node_233,Node_705,1.6727
Node_233,Node_783,5.6275
Node_233,Node_787,0.3494
Node_233,Node_907,0.9887
Node_233,Node_911,2.3137
Node_233,Node_967,1.0245
Node_234,Node_512,7.6287
Node_234,Node_587,13.7323
Node_235,Node_245,1.9465
Node_236,Node_282,8.8709
Node_236,Node_296,4.1993
Node_236,Node_495,4.1234
Node_236,Node_598,0.4115
Node_236,Node_682,7.7433
Node_236,Node_951,6.8553
Node_237,Node_554,14.1138
Node_237,Node_599,4.5803
Node_239,Node_263,3.4548
Node_239,Node_278,9.4693
Node_239,Node_396,7.3445
Node_239,Node_474,2.7206
Node_239,Node_568,0.0161
Node_239,Node_759,0.9411
Node_239,Node_864,1.5807
Node_239,Node_952,2.4393
Node_240,Node_297,2.4992
Node_240,Node_431,5.9253
Node_240,Node_520,1.9546
Node_240,Node_822,0.7528
Node_241,Node_248,5.7198
Node_241,Node_318,5.7075
Node_241,Node_327,1.3348
Node_241,Node_471,2.5884
Node_241,Node_499,0.1029
Node_241,Node_705,2.0787
Node_241,Node_834,0.0252
Node_242,Node_300,0.0619
Node_242,Node_631,1.0429
Node_242,Node_979,3.4739
Node_243,Node_292,2.1434
Node_243,Node_326,4.3257
Node_243,Node_333,5.218
Node_243,Node_417,2.2657
Node_243,Node_456,2.2901
Node_243,Node_459,2.6437
Node_243,Node_665,0.4786
Node_243,Node_702,5.0749
Node_243,Node_724,1.1657
Node_243,Node_811,1.5662
Node_243,Node_826,2.2442
Node_244,Node_400,0.4096
Node_244,Node_437,5.2594
Node_244,Node_502,5.4331
Node_244,Node_564,4.8879
Node_244,Node_579,2.6062
Node_244,Node_785,1.1809
Node_244,Node_941,5.6904
Node_245,Node_434,7.9224
Node_245,Node_442,3.7688
Node_245,Node_451,0.3583
Node_245,Node_463,5.0914
Node_245,Node_482,2.8641
Node_245,Node_697,1.9924
Node_245,Node_706,5.6807
Node_245,Node_894,10.4078
Node_246,Node_339,1.9163
Node_246,Node_431,3.0624
Node_246,Node_494,3.4489
Node_246,Node_998,3.171
Node_247,Node_253,4.0729
Node_247,Node_278,0.4129
Node_247,Node_456,6.3523
Node_247,Node_469,6.6363
Node_247,Node_660,0.6966
Node_247,Node_693,1.4156
Node_247,Node_937,4.2259
Node_248,Node_282,2.0318
Node_248,Node_430,11.8805
Node_248,Node_494,7.7738
Node_248,Node_642,8.9507
Node_248,Node_651,12.2729
Node_248,Node_853,0.736
Node_248,Node_856,0.23
Node_248,Node_991,0.3034
Node_249,Node_270,0.1178
Node_249,Node_332,0.5535
Node_249,Node_415,3.1278
Node_249,Node_514,2.3415
Node_249,Node_521,0.8955
Node_249,Node_565,1.4019
Node_249,Node_698,6.9997
Node_249,Node_791,0.9704
Node_249,Node_805,6.5348
Node_249,Node_877,3.8864
Node_249,Node_888,0.7568
Node_249,Node_899,12.5807
Node_249,Node_971,1.0499
Node_249,Node_972,1.1287
Node_250,Node_262,10.1174
Node_250,Node_303,4.3554
Node_250,Node_505,1.612
Node_250,Node_638,4.1343
Node_250,Node_857,5.0477
Node_250,Node_989,2.7875
Node_251,Node_258,6.0339
Node_251,Node_344,0.9242
Node_251,Node_608,1.5277
Node_251,Node_779,2.4209
Node_252,Node_293,2.4182
Node_252,Node_294,0.6774
Node_252,Node_416,1.375
Node_252,Node_491,3.3852
Node_252,Node_763,3.8476
Node_252,Node_792,0.4468
Node_253,Node_505,0.322
Node_253,Node_675,0.1984
Node_253,Node_787,5.6918
Node_254,Node_263,7.9898
Node_254,Node_362,4.3553
Node_254,Node_928,0.8956
Node_255,Node_303,1.347
Node_255,Node_324,1.5123
Node_255,Node_488,5.3707
Node_255,Node_672,1.4014
Node_255,Node_717,4.5897
Node_255,Node_777,1.4345
Node_255,Node_887,6.0114
Node_256,Node_271,1.7239
Node_256,Node_302,0.3388
Node_256,Node_431,1.1721
Node_256,Node_594,4.0007
Node_256,Node_785,3.3806
Node_256,Node_797,1.0064
Node_256,Node_891,2.054
Node_256,Node_893,3.49
Node_257,Node_289,2.2857
Node_257,Node_536,1.0975
Node_257,Node_615,4.5623
Node_257,Node_695,0.8445
